Entity,Code,Year,Tuberculosis,HepatitisB,Influenza,Inactivated_polio,Measles,Pneumococcus,Polio,Rubella,Rotavirus,Yellow_fever,Diphteria_Tetanus_Pertussis
Lithuania,LTU,2005,99.0,95.0,61.0,,97.0,,93.0,97.0,,,94.0
Lithuania,LTU,2006,99.0,95.0,94.0,,97.0,,94.0,97.0,,,94.0
Lithuania,LTU,2007,99.0,96.0,95.0,,97.0,,95.0,97.0,,,95.0
Lithuania,LTU,2008,99.0,96.0,96.0,,97.0,,96.0,97.0,,,96.0
Lithuania,LTU,2009,99.0,95.0,98.0,,96.0,,98.0,96.0,,,98.0
Lithuania,LTU,2010,99.0,94.0,95.0,,96.0,,95.0,96.0,,,95.0
Lithuania,LTU,2011,98.0,95.0,92.0,,94.0,,92.0,94.0,,,92.0
Lithuania,LTU,2012,98.0,93.0,93.0,,93.0,,93.0,93.0,,,93.0
Lithuania,LTU,2013,98.0,93.0,93.0,,93.0,,93.0,93.0,,,93.0
Lithuania,LTU,2014,98.0,94.0,93.0,,93.0,,93.0,93.0,,,93.0
Lithuania,LTU,2015,97.0,94.0,93.0,97.0,94.0,,93.0,94.0,,,93.0
Lithuania,LTU,2016,98.0,95.0,94.0,97.0,94.0,82.0,94.0,94.0,,,94.0
Lithuania,LTU,2017,97.0,94.0,94.0,97.0,94.0,82.0,94.0,94.0,,,94.0
Lithuania,LTU,2018,96.0,93.0,92.0,95.0,92.0,82.0,92.0,92.0,1.0,,92.0
Lithuania,LTU,2019,97.0,92.0,92.0,96.0,93.0,82.0,92.0,93.0,45.0,,92.0
Luxembourg,LUX,2000,,77.0,93.0,,93.0,,99.0,93.0,,,99.0
Luxembourg,LUX,2001,,86.0,96.0,,94.0,,99.0,94.0,,,99.0
Luxembourg,LUX,2002,,95.0,98.0,,94.0,,99.0,94.0,,,99.0
Luxembourg,LUX,2003,,95.0,98.0,,95.0,,99.0,95.0,,,98.0
Luxembourg,LUX,2004,,94.0,98.0,,95.0,,99.0,95.0,,,99.0
Luxembourg,LUX,2005,,95.0,98.0,,95.0,,99.0,95.0,,,99.0
Luxembourg,LUX,2006,,95.0,98.0,,95.0,,99.0,95.0,,,99.0
Luxembourg,LUX,2007,,87.0,99.0,,96.0,,96.0,96.0,,,99.0
Luxembourg,LUX,2008,,94.0,99.0,,96.0,86.0,96.0,96.0,,,99.0
Luxembourg,LUX,2009,,95.0,99.0,,96.0,86.0,96.0,96.0,86.0,,99.0
Luxembourg,LUX,2010,,94.0,99.0,,96.0,86.0,96.0,96.0,87.0,,99.0
Luxembourg,LUX,2011,,95.0,99.0,,96.0,86.0,96.0,96.0,88.0,,99.0
Luxembourg,LUX,2012,,94.0,99.0,,99.0,95.0,99.0,99.0,89.0,,99.0
Luxembourg,LUX,2013,,94.0,99.0,,99.0,95.0,99.0,99.0,89.0,,99.0
Luxembourg,LUX,2014,,94.0,99.0,,99.0,95.0,99.0,99.0,89.0,,99.0
Luxembourg,LUX,2015,,94.0,99.0,99.0,99.0,95.0,99.0,99.0,89.0,,99.0
Luxembourg,LUX,2016,,94.0,99.0,99.0,99.0,95.0,99.0,99.0,89.0,,99.0
Luxembourg,LUX,2017,,94.0,99.0,99.0,99.0,95.0,99.0,99.0,89.0,,99.0
Luxembourg,LUX,2018,,96.0,99.0,99.0,99.0,96.0,99.0,99.0,89.0,,99.0
Luxembourg,LUX,2019,,96.0,99.0,99.0,99.0,96.0,99.0,99.0,89.0,,99.0
Malawi,MWI,2000,83.0,,,,73.0,,73.0,,,,75.0
Malawi,MWI,2001,93.0,,,,81.0,,86.0,,,,90.0
Malawi,MWI,2002,78.0,64.0,64.0,,69.0,,79.0,,,,64.0
Malawi,MWI,2003,91.0,84.0,84.0,,77.0,,85.0,,,,84.0
Malawi,MWI,2004,97.0,89.0,89.0,,80.0,,94.0,,,,89.0
Malawi,MWI,2005,99.0,93.0,93.0,,82.0,,94.0,,,,93.0
Malawi,MWI,2006,99.0,99.0,99.0,,85.0,,99.0,,,,99.0
Malawi,MWI,2007,95.0,87.0,87.0,,83.0,,88.0,,,,87.0
Malawi,MWI,2008,97.0,91.0,91.0,,88.0,,92.0,,,,91.0
Malawi,MWI,2009,95.0,93.0,93.0,,92.0,,93.0,,,,93.0
Malawi,MWI,2010,97.0,93.0,93.0,,93.0,,86.0,,,,93.0
Malawi,MWI,2011,99.0,97.0,97.0,,96.0,,97.0,,,,97.0
Malawi,MWI,2012,99.0,96.0,96.0,,90.0,99.0,95.0,,7.0,,96.0
Malawi,MWI,2013,96.0,89.0,89.0,,88.0,89.0,89.0,,81.0,,89.0
Malawi,MWI,2014,97.0,91.0,91.0,,85.0,87.0,87.0,,83.0,,91.0
Malawi,MWI,2015,90.0,88.0,88.0,,87.0,88.0,88.0,,84.0,,88.0
Malawi,MWI,2016,86.0,84.0,84.0,,81.0,83.0,83.0,,81.0,,84.0
Malawi,MWI,2017,89.0,88.0,88.0,,83.0,88.0,87.0,83.0,85.0,,88.0
Malawi,MWI,2018,92.0,92.0,92.0,,87.0,92.0,91.0,87.0,90.0,,92.0
Malawi,MWI,2019,91.0,95.0,95.0,88.0,92.0,95.0,94.0,92.0,92.0,,95.0
Malaysia,MYS,2000,99.0,97.0,,,96.0,,98.0,96.0,,,98.0
Malaysia,MYS,2001,98.0,95.0,,,95.0,,95.0,95.0,,,96.0
Malaysia,MYS,2002,98.0,95.0,,,94.0,,94.0,94.0,,,94.0
Malaysia,MYS,2003,99.0,95.0,,,93.0,,96.0,93.0,,,96.0
Malaysia,MYS,2004,99.0,94.0,71.0,,95.0,,95.0,95.0,,,95.0
Malaysia,MYS,2005,98.0,96.0,85.0,,96.0,,96.0,96.0,,,96.0
Malaysia,MYS,2006,98.0,95.0,89.0,,95.0,,95.0,95.0,,,95.0
Malaysia,MYS,2007,99.0,96.0,90.0,,95.0,,97.0,95.0,,,97.0
Malaysia,MYS,2008,99.0,97.0,95.0,,95.0,,97.0,95.0,,,97.0
Malaysia,MYS,2009,99.0,96.0,95.0,,95.0,,97.0,95.0,,,97.0
Malaysia,MYS,2010,99.0,96.0,95.0,,95.0,,96.0,95.0,,,96.0
Malaysia,MYS,2011,99.0,96.0,95.0,,95.0,,96.0,95.0,,,96.0
Malaysia,MYS,2012,99.0,97.0,99.0,,95.0,,97.0,95.0,,,97.0
Malaysia,MYS,2013,99.0,96.0,97.0,,95.0,,97.0,95.0,,,97.0
Malaysia,MYS,2014,99.0,96.0,97.0,,94.0,,97.0,94.0,,,97.0
Malaysia,MYS,2015,99.0,99.0,99.0,99.0,93.0,,99.0,93.0,,,99.0
Malaysia,MYS,2016,99.0,98.0,95.0,98.0,93.0,,98.0,93.0,,,95.0
Malaysia,MYS,2017,98.0,98.0,99.0,99.0,93.0,,99.0,93.0,,,99.0
Malaysia,MYS,2018,99.0,99.0,99.0,99.0,96.0,,99.0,96.0,,,99.0
Malaysia,MYS,2019,99.0,97.0,98.0,99.0,97.0,,98.0,97.0,,,98.0
Mauritania,MRT,2000,78.0,,,,46.0,,58.0,,,,51.0
Mauritania,MRT,2001,95.0,,,,58.0,,75.0,,,,75.0
Mauritania,MRT,2002,99.0,,,,87.0,,91.0,,,,89.0
Mauritania,MRT,2003,96.0,,,,84.0,,75.0,,,,76.0
Mauritania,MRT,2004,94.0,,,,73.0,,68.0,,,,70.0
Mauritania,MRT,2005,91.0,42.0,,,65.0,,71.0,,,,71.0
Mauritania,MRT,2006,86.0,68.0,,,62.0,,68.0,,,,68.0
Mauritania,MRT,2007,92.0,74.0,,,67.0,,75.0,,,,75.0
Mauritania,MRT,2008,89.0,74.0,,,65.0,,73.0,,,,74.0
Mauritania,MRT,2009,81.0,64.0,64.0,,59.0,,63.0,,,,64.0
Mauritania,MRT,2010,85.0,64.0,64.0,,67.0,,52.0,,,,64.0
Mauritania,MRT,2011,86.0,75.0,75.0,,67.0,,73.0,,,,75.0
Mauritania,MRT,2012,95.0,80.0,80.0,,75.0,,80.0,,,,80.0
Mauritania,MRT,2013,95.0,80.0,80.0,,80.0,1.0,80.0,,,,80.0
Mauritania,MRT,2014,93.0,81.0,81.0,,75.0,71.0,81.0,,5.0,,81.0
Mauritania,MRT,2015,85.0,73.0,73.0,6.0,70.0,71.0,67.0,,56.0,,73.0
Mauritania,MRT,2016,86.0,74.0,74.0,65.0,73.0,71.0,69.0,,74.0,,74.0
Mauritania,MRT,2017,88.0,76.0,76.0,70.0,75.0,72.0,70.0,,74.0,,76.0
Mauritania,MRT,2018,89.0,77.0,77.0,74.0,78.0,72.0,72.0,78.0,74.0,,77.0
Mauritania,MRT,2019,90.0,80.0,80.0,72.0,75.0,76.0,75.0,75.0,75.0,,80.0
Mexico,MEX,2000,99.0,97.0,97.0,,96.0,,97.0,96.0,,,97.0
Mexico,MEX,2001,99.0,97.0,97.0,,95.0,,97.0,95.0,,,97.0
Mexico,MEX,2002,99.0,97.0,97.0,,96.0,,98.0,96.0,,,97.0
Mexico,MEX,2003,99.0,98.0,98.0,,96.0,,98.0,96.0,,,98.0
Mexico,MEX,2004,99.0,98.0,98.0,,96.0,,98.0,96.0,,,98.0
Mexico,MEX,2005,99.0,98.0,98.0,,96.0,,98.0,96.0,,,98.0
Mexico,MEX,2006,99.0,98.0,98.0,,96.0,,98.0,96.0,,,98.0
Mexico,MEX,2007,99.0,98.0,98.0,,96.0,,98.0,96.0,,,98.0
Mexico,MEX,2008,99.0,97.0,96.0,,96.0,14.0,96.0,96.0,47.0,,96.0
Mexico,MEX,2009,99.0,95.0,95.0,,96.0,46.0,95.0,96.0,93.0,,95.0
Mexico,MEX,2010,98.0,93.0,95.0,,95.0,92.0,95.0,95.0,90.0,,95.0
Mexico,MEX,2011,99.0,98.0,97.0,,98.0,98.0,97.0,98.0,98.0,,97.0
Mexico,MEX,2012,99.0,99.0,99.0,,99.0,99.0,99.0,99.0,99.0,,99.0
Mexico,MEX,2013,91.0,82.0,83.0,,89.0,84.0,83.0,89.0,81.0,,83.0
Mexico,MEX,2014,96.0,84.0,87.0,,97.0,94.0,87.0,97.0,85.0,,87.0
Mexico,MEX,2015,98.0,76.0,87.0,99.0,97.0,93.0,87.0,97.0,81.0,,87.0
Mexico,MEX,2016,99.0,82.0,93.0,96.0,96.0,92.0,93.0,96.0,72.0,,93.0
Mexico,MEX,2017,94.0,58.0,85.0,93.0,76.0,92.0,85.0,76.0,70.0,,85.0
Mexico,MEX,2018,96.0,55.0,88.0,90.0,97.0,88.0,88.0,97.0,77.0,,88.0
Mexico,MEX,2019,76.0,56.0,82.0,84.0,73.0,86.0,82.0,73.0,71.0,,82.0
"Moldova, Republic of",MDA,2000,99.0,92.0,,,89.0,,97.0,,,,95.0
"Moldova, Republic of",MDA,2001,99.0,94.0,,,94.0,,98.0,,,,97.0
"Moldova, Republic of",MDA,2002,99.0,99.0,,,94.0,,98.0,94.0,,,97.0
"Moldova, Republic of",MDA,2003,99.0,99.0,,,96.0,,98.0,96.0,,,98.0
"Moldova, Republic of",MDA,2004,99.0,99.0,,,96.0,,98.0,96.0,,,98.0
"Moldova, Republic of",MDA,2005,97.0,99.0,,,97.0,,99.0,97.0,,,98.0
"Moldova, Republic of",MDA,2006,99.0,98.0,,,96.0,,98.0,96.0,,,97.0
"Moldova, Republic of",MDA,2007,98.0,95.0,,,96.0,,93.0,96.0,,,92.0
"Moldova, Republic of",MDA,2008,98.0,97.0,,,95.0,,96.0,95.0,,,90.0
"Moldova, Republic of",MDA,2009,96.0,89.0,47.0,,90.0,,87.0,90.0,,,85.0
"Moldova, Republic of",MDA,2010,98.0,98.0,63.0,,97.0,,97.0,97.0,,,90.0
"Moldova, Republic of",MDA,2011,98.0,96.0,78.0,,91.0,,96.0,91.0,,,93.0
"Moldova, Republic of",MDA,2012,99.0,94.0,90.0,,91.0,,92.0,91.0,21.0,,92.0
"Moldova, Republic of",MDA,2013,96.0,91.0,89.0,,91.0,1.0,92.0,91.0,65.0,,90.0
"Moldova, Republic of",MDA,2014,97.0,92.0,89.0,,90.0,28.0,92.0,90.0,62.0,,90.0
"Moldova, Republic of",MDA,2015,97.0,88.0,86.0,,89.0,72.0,88.0,89.0,62.0,,87.0
"Moldova, Republic of",MDA,2016,97.0,90.0,89.0,,88.0,77.0,91.0,88.0,70.0,,89.0
"Moldova, Republic of",MDA,2017,96.0,89.0,88.0,,93.0,79.0,90.0,93.0,66.0,,88.0
"Moldova, Republic of",MDA,2018,96.0,94.0,92.0,56.0,93.0,85.0,94.0,93.0,67.0,,93.0
"Moldova, Republic of",MDA,2019,94.0,94.0,90.0,98.0,97.0,80.0,94.0,97.0,66.0,,91.0
Mongolia,MNG,2000,97.0,93.0,,,92.0,,94.0,,,,94.0
Mongolia,MNG,2001,98.0,95.0,,,95.0,,95.0,,,,95.0
Mongolia,MNG,2002,98.0,98.0,,,98.0,,98.0,,,,98.0
Mongolia,MNG,2003,98.0,98.0,,,98.0,,98.0,,,,98.0
Mongolia,MNG,2004,98.0,98.0,,,99.0,,99.0,,,,99.0
Mongolia,MNG,2005,99.0,98.0,28.0,,97.0,,99.0,,,,99.0
Mongolia,MNG,2006,98.0,98.0,56.0,,99.0,,98.0,,,,99.0
Mongolia,MNG,2007,99.0,98.0,78.0,,98.0,,99.0,,,,95.0
Mongolia,MNG,2008,98.0,96.0,96.0,,97.0,,95.0,,,,96.0
Mongolia,MNG,2009,98.0,97.0,97.0,,94.0,,96.0,94.0,,,95.0
Mongolia,MNG,2010,99.0,96.0,96.0,,97.0,,96.0,97.0,,,96.0
Mongolia,MNG,2011,99.0,99.0,99.0,,98.0,,99.0,98.0,,,99.0
Mongolia,MNG,2012,99.0,99.0,99.0,,99.0,,99.0,99.0,,,99.0
Mongolia,MNG,2013,99.0,98.0,98.0,,97.0,,98.0,97.0,,,98.0
Mongolia,MNG,2014,99.0,99.0,99.0,,98.0,,99.0,98.0,,,99.0
Mongolia,MNG,2015,99.0,99.0,99.0,,98.0,,99.0,98.0,,,99.0
Mongolia,MNG,2016,99.0,99.0,99.0,,98.0,,99.0,98.0,,,99.0
Mongolia,MNG,2017,99.0,99.0,99.0,,99.0,13.0,99.0,99.0,,,99.0
Mongolia,MNG,2018,99.0,99.0,99.0,,99.0,26.0,99.0,99.0,,,99.0
Mongolia,MNG,2019,99.0,98.0,98.0,61.0,98.0,49.0,98.0,98.0,,,98.0
Montenegro,MNE,2006,98.0,90.0,90.0,,90.0,,90.0,90.0,,,90.0
Montenegro,MNE,2007,98.0,90.0,89.0,,90.0,,92.0,90.0,,,92.0
Montenegro,MNE,2008,98.0,93.0,93.0,,89.0,,95.0,89.0,,,95.0
Montenegro,MNE,2009,95.0,87.0,87.0,,86.0,,91.0,86.0,,,92.0
Montenegro,MNE,2010,95.0,90.0,90.0,,90.0,,93.0,90.0,,,94.0
Montenegro,MNE,2011,97.0,91.0,90.0,,91.0,,95.0,91.0,,,95.0
Montenegro,MNE,2012,95.0,90.0,94.0,,90.0,,94.0,90.0,,,94.0
Montenegro,MNE,2013,93.0,90.0,94.0,,88.0,,94.0,88.0,,,94.0
Montenegro,MNE,2014,91.0,87.0,91.0,,76.0,,91.0,76.0,,,91.0
Montenegro,MNE,2015,88.0,82.0,89.0,96.0,64.0,,89.0,64.0,,,89.0
Montenegro,MNE,2016,85.0,75.0,89.0,97.0,47.0,,89.0,47.0,,,89.0
Montenegro,MNE,2017,83.0,73.0,87.0,95.0,58.0,,87.0,58.0,,,87.0
Montenegro,MNE,2018,93.0,72.0,86.0,94.0,42.0,,86.0,42.0,,,86.0
Montenegro,MNE,2019,80.0,62.0,85.0,94.0,33.0,,85.0,33.0,,,85.0
Morocco,MAR,2000,97.0,43.0,,,93.0,,95.0,,,,95.0
Morocco,MAR,2001,93.0,84.0,,,96.0,,93.0,,,,96.0
Morocco,MAR,2002,92.0,92.0,,,94.0,,94.0,,,,94.0
Morocco,MAR,2003,92.0,90.0,,,90.0,,91.0,,,,91.0
Morocco,MAR,2004,95.0,95.0,,,95.0,,97.0,91.0,,,97.0
Morocco,MAR,2005,95.0,96.0,,,97.0,,98.0,92.0,,,98.0
Morocco,MAR,2006,95.0,95.0,,,95.0,,97.0,92.0,,,97.0
Morocco,MAR,2007,96.0,95.0,91.0,,95.0,,95.0,92.0,,,95.0
Morocco,MAR,2008,99.0,97.0,99.0,,96.0,,99.0,,,,99.0
Morocco,MAR,2009,99.0,98.0,99.0,,98.0,,99.0,,,,99.0
Morocco,MAR,2010,99.0,98.0,99.0,,98.0,1.0,99.0,,2.0,,99.0
Morocco,MAR,2011,99.0,98.0,99.0,,99.0,23.0,98.0,,80.0,,99.0
Morocco,MAR,2012,99.0,99.0,99.0,,99.0,72.0,99.0,,88.0,,99.0
Morocco,MAR,2013,99.0,99.0,99.0,,99.0,80.0,99.0,,90.0,,99.0
Morocco,MAR,2014,99.0,99.0,99.0,,99.0,90.0,99.0,99.0,90.0,,99.0
Morocco,MAR,2015,99.0,99.0,99.0,33.0,99.0,95.0,99.0,99.0,90.0,,99.0
Morocco,MAR,2016,99.0,99.0,99.0,95.0,99.0,98.0,99.0,99.0,99.0,,99.0
Morocco,MAR,2017,99.0,99.0,99.0,17.0,99.0,99.0,99.0,99.0,99.0,,99.0
Morocco,MAR,2018,99.0,99.0,99.0,80.0,99.0,99.0,99.0,99.0,99.0,,99.0
Morocco,MAR,2019,99.0,99.0,99.0,99.0,99.0,98.0,99.0,99.0,98.0,,99.0
Mozambique,MOZ,2000,84.0,,,,71.0,,69.0,,,,70.0
Mozambique,MOZ,2001,86.0,25.0,,,74.0,,72.0,,,,73.0
Mozambique,MOZ,2002,87.0,76.0,,,77.0,,76.0,,,,76.0
Mozambique,MOZ,2003,90.0,76.0,,,80.0,,67.0,,,,85.0
Mozambique,MOZ,2004,90.0,76.0,,,79.0,,69.0,,,,83.0
Mozambique,MOZ,2005,90.0,75.0,,,78.0,,71.0,,,,80.0
Mozambique,MOZ,2006,90.0,75.0,,,76.0,,73.0,,,,78.0
Mozambique,MOZ,2007,90.0,75.0,,,75.0,,75.0,,,,75.0
Mozambique,MOZ,2008,90.0,75.0,,,77.0,,74.0,,,,75.0
Mozambique,MOZ,2009,90.0,74.0,74.0,,80.0,,74.0,,,,74.0
Mozambique,MOZ,2010,90.0,74.0,74.0,,82.0,,73.0,,,,74.0
Mozambique,MOZ,2011,91.0,78.0,78.0,,83.0,,77.0,,,,78.0
Mozambique,MOZ,2012,92.0,81.0,81.0,,85.0,,81.0,,,,81.0
Mozambique,MOZ,2013,93.0,85.0,85.0,,86.0,45.0,84.0,,,,85.0
Mozambique,MOZ,2014,94.0,88.0,88.0,,87.0,73.0,88.0,,,,88.0
Mozambique,MOZ,2015,94.0,88.0,88.0,,87.0,80.0,88.0,,17.0,,88.0
Mozambique,MOZ,2016,94.0,88.0,88.0,72.0,87.0,80.0,88.0,,70.0,,88.0
Mozambique,MOZ,2017,94.0,88.0,88.0,60.0,87.0,80.0,88.0,,80.0,,88.0
Mozambique,MOZ,2018,93.0,88.0,88.0,64.0,87.0,80.0,88.0,87.0,80.0,,88.0
Mozambique,MOZ,2019,93.0,88.0,88.0,85.0,87.0,80.0,88.0,87.0,88.0,,88.0
Myanmar,MMR,2000,88.0,,,,84.0,,88.0,,,,82.0
Myanmar,MMR,2001,75.0,,,,73.0,,77.0,,,,73.0
Myanmar,MMR,2002,82.0,,,,77.0,,84.0,,,,79.0
Myanmar,MMR,2003,80.0,8.0,,,80.0,,86.0,,,,78.0
Myanmar,MMR,2004,85.0,39.0,,,86.0,,92.0,,,,82.0
Myanmar,MMR,2005,76.0,62.0,,,84.0,,86.0,,,,73.0
Myanmar,MMR,2006,85.0,75.0,,,78.0,,82.0,,,,82.0
Myanmar,MMR,2007,89.0,85.0,,,81.0,,84.0,,,,86.0
Myanmar,MMR,2008,88.0,85.0,,,82.0,,85.0,,,,85.0
Myanmar,MMR,2009,93.0,91.0,,,87.0,,90.0,,,,90.0
Myanmar,MMR,2010,93.0,92.0,,,88.0,,90.0,,,,90.0
Myanmar,MMR,2011,93.0,40.0,,,88.0,,90.0,,,,84.0
Myanmar,MMR,2012,87.0,58.0,,,84.0,,87.0,,,,84.0
Myanmar,MMR,2013,86.0,75.0,75.0,,86.0,,76.0,,,,75.0
Myanmar,MMR,2014,92.0,88.0,88.0,,88.0,,88.0,,,,88.0
Myanmar,MMR,2015,94.0,89.0,89.0,8.0,84.0,,89.0,84.0,,,89.0
Myanmar,MMR,2016,88.0,90.0,90.0,72.0,91.0,14.0,89.0,91.0,,,90.0
Myanmar,MMR,2017,91.0,89.0,89.0,12.0,83.0,89.0,89.0,83.0,,,89.0
Myanmar,MMR,2018,90.0,91.0,91.0,82.0,93.0,91.0,91.0,93.0,,,91.0
Myanmar,MMR,2019,91.0,90.0,90.0,90.0,84.0,90.0,90.0,84.0,,,90.0
Namibia,NAM,2000,77.0,,,,69.0,,80.0,,,,79.0
Namibia,NAM,2001,69.0,,,,58.0,,79.0,,,,78.0
Namibia,NAM,2002,81.0,,,,68.0,,78.0,,,,77.0
Namibia,NAM,2003,92.0,,,,70.0,,82.0,,,,79.0
Namibia,NAM,2004,94.0,,,,70.0,,81.0,,,,81.0
Namibia,NAM,2005,95.0,,,,73.0,,86.0,,,,86.0
Namibia,NAM,2006,88.0,,,,63.0,,74.0,,,,86.0
Namibia,NAM,2007,95.0,,,,69.0,,81.0,,,,86.0
Namibia,NAM,2008,88.0,,,,73.0,,83.0,,,,83.0
Namibia,NAM,2009,85.0,,,,76.0,,83.0,,,,83.0
Namibia,NAM,2010,88.0,83.0,83.0,,75.0,,83.0,,,,83.0
Namibia,NAM,2011,89.0,82.0,82.0,,74.0,,85.0,,,,82.0
Namibia,NAM,2012,90.0,84.0,84.0,,76.0,,84.0,,,,84.0
Namibia,NAM,2013,94.0,89.0,89.0,,82.0,,89.0,,,,89.0
Namibia,NAM,2014,97.0,88.0,88.0,,83.0,,88.0,,,,88.0
Namibia,NAM,2015,94.0,92.0,92.0,,85.0,81.0,92.0,,87.0,,92.0
Namibia,NAM,2016,89.0,85.0,85.0,46.0,75.0,84.0,84.0,,86.0,,85.0
Namibia,NAM,2017,94.0,88.0,88.0,0.0,80.0,67.0,83.0,80.0,86.0,,88.0
Namibia,NAM,2018,96.0,89.0,89.0,82.0,82.0,61.0,84.0,82.0,92.0,,89.0
Namibia,NAM,2019,98.0,87.0,87.0,76.0,80.0,57.0,84.0,80.0,90.0,,87.0
Nepal,NPL,2000,84.0,,,,71.0,,74.0,,,,74.0
Nepal,NPL,2001,84.0,,,,71.0,,73.0,,,,72.0
Nepal,NPL,2002,85.0,,,,71.0,,72.0,,,,72.0
Nepal,NPL,2003,91.0,2.0,,,75.0,,76.0,,,,78.0
Nepal,NPL,2004,85.0,27.0,,,73.0,,80.0,,,,80.0
Nepal,NPL,2005,87.0,41.0,,,74.0,,78.0,,,,75.0
Nepal,NPL,2006,93.0,69.0,,,85.0,,91.0,,,,89.0
Nepal,NPL,2007,89.0,82.0,,,81.0,,82.0,,,,82.0
Nepal,NPL,2008,87.0,82.0,,,79.0,,82.0,,,,82.0
Nepal,NPL,2009,94.0,89.0,,,90.0,,93.0,,,,89.0
Nepal,NPL,2010,94.0,82.0,,,86.0,,83.0,,,,82.0
Nepal,NPL,2011,97.0,92.0,92.0,,88.0,,92.0,,,,92.0
Nepal,NPL,2012,96.0,90.0,90.0,,86.0,,90.0,,,,90.0
Nepal,NPL,2013,97.0,92.0,92.0,,88.0,,92.0,88.0,,,92.0
Nepal,NPL,2014,99.0,92.0,92.0,,88.0,,92.0,88.0,,,92.0
Nepal,NPL,2015,94.0,91.0,91.0,59.0,85.0,5.0,90.0,85.0,,,91.0
Nepal,NPL,2016,93.0,87.0,87.0,77.0,83.0,46.0,85.0,83.0,,,87.0
Nepal,NPL,2017,95.0,90.0,90.0,16.0,90.0,80.0,90.0,90.0,,,90.0
Nepal,NPL,2018,96.0,91.0,91.0,16.0,91.0,82.0,91.0,91.0,,,91.0
Nepal,NPL,2019,96.0,93.0,93.0,80.0,92.0,83.0,92.0,92.0,,,93.0
Netherlands,NLD,2011,,20.0,97.0,,96.0,96.0,97.0,96.0,,,97.0
Netherlands,NLD,2012,,20.0,97.0,,96.0,96.0,97.0,96.0,,,97.0
Netherlands,NLD,2013,,51.0,97.0,,96.0,96.0,97.0,96.0,,,97.0
Netherlands,NLD,2014,,94.0,96.0,,96.0,95.0,96.0,96.0,,,96.0
Netherlands,NLD,2015,,94.0,96.0,98.0,95.0,94.0,95.0,95.0,,,95.0
Netherlands,NLD,2016,,93.0,95.0,98.0,94.0,94.0,95.0,94.0,,,95.0
Netherlands,NLD,2017,,92.0,94.0,98.0,93.0,93.0,94.0,93.0,,,94.0
Netherlands,NLD,2018,,92.0,93.0,97.0,93.0,93.0,93.0,93.0,,,93.0
Netherlands,NLD,2019,,92.0,94.0,98.0,94.0,93.0,94.0,94.0,,,94.0
Netherlands,NLD,2000,,,96.0,,96.0,,97.0,96.0,,,97.0
Netherlands,NLD,2001,,,96.0,,95.0,,97.0,95.0,,,97.0
Netherlands,NLD,2002,,,96.0,,95.0,,97.0,95.0,,,97.0
Netherlands,NLD,2003,,,97.0,,96.0,,98.0,96.0,,,98.0
Netherlands,NLD,2004,,,97.0,,96.0,,98.0,96.0,,,98.0
Netherlands,NLD,2005,,,96.0,,95.0,,96.0,95.0,,,96.0
Netherlands,NLD,2006,,,96.0,,96.0,,96.0,96.0,,,96.0
Netherlands,NLD,2007,,,97.0,,96.0,,97.0,96.0,,,97.0
Netherlands,NLD,2008,,,97.0,,96.0,,97.0,96.0,,,97.0
Netherlands,NLD,2009,,,97.0,,96.0,96.0,97.0,96.0,,,97.0
Netherlands,NLD,2010,,,97.0,,96.0,96.0,97.0,96.0,,,97.0
Nicaragua,NIC,2000,96.0,83.0,83.0,,86.0,,85.0,86.0,,,83.0
Nicaragua,NIC,2001,97.0,87.0,87.0,,99.0,,89.0,99.0,,,87.0
Nicaragua,NIC,2002,93.0,85.0,85.0,,98.0,,85.0,98.0,,,85.0
Nicaragua,NIC,2003,94.0,86.0,86.0,,93.0,,86.0,93.0,,,86.0
Nicaragua,NIC,2004,88.0,79.0,79.0,,84.0,,80.0,84.0,,,79.0
Nicaragua,NIC,2005,88.0,86.0,86.0,,96.0,,87.0,96.0,,,86.0
Nicaragua,NIC,2006,98.0,88.0,88.0,,99.0,,88.0,99.0,,,88.0
Nicaragua,NIC,2007,98.0,93.0,93.0,,99.0,,93.0,99.0,66.0,,93.0
Nicaragua,NIC,2008,99.0,97.0,97.0,,99.0,,97.0,99.0,89.0,,97.0
Nicaragua,NIC,2009,99.0,98.0,98.0,,99.0,,99.0,99.0,94.0,,98.0
Nicaragua,NIC,2010,99.0,98.0,98.0,,99.0,,99.0,99.0,98.0,,98.0
Nicaragua,NIC,2011,99.0,98.0,98.0,,99.0,61.0,99.0,99.0,98.0,,98.0
Nicaragua,NIC,2012,99.0,98.0,98.0,,99.0,98.0,99.0,99.0,98.0,,98.0
Nicaragua,NIC,2013,99.0,98.0,98.0,,99.0,98.0,99.0,99.0,98.0,,98.0
Nicaragua,NIC,2014,99.0,98.0,98.0,,99.0,98.0,99.0,99.0,99.0,,98.0
Nicaragua,NIC,2015,99.0,98.0,98.0,9.0,99.0,98.0,99.0,99.0,99.0,,98.0
Nicaragua,NIC,2016,99.0,98.0,98.0,99.0,99.0,98.0,99.0,99.0,99.0,,98.0
Nicaragua,NIC,2017,99.0,98.0,98.0,99.0,99.0,98.0,99.0,99.0,99.0,,98.0
Nicaragua,NIC,2018,99.0,98.0,98.0,99.0,99.0,98.0,99.0,99.0,99.0,,98.0
Nicaragua,NIC,2019,99.0,98.0,98.0,99.0,99.0,98.0,99.0,99.0,99.0,,98.0
